표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7033050006","033050","제이엠아이","제이엠아이","JEONGMOON INFORMATION CO.,LTD.","1997/08/18","KOSDAQ","주권","중견기업부","보통주","1000","32579342"
"KR7094970001","094970","제이엠티","제이엠티","JMT CO.,Ltd.","2007/10/12","KOSDAQ","주권","우량기업부","보통주","500","16748240"
"KR7418550000","418550","제이오","제이오","JEIO","2023/02/16","KOSDAQ","주권","기술성장기업부","보통주","100","31772273"
"KR7035900000","035900","제이와이피엔터테인먼트","JYP Ent.","JYP Entertainment Corporation","2001/08/30","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","35532492"
"KR7025620006","025620","제이준코스메틱보통주","제이준코스메틱","Jayjun Cosmetic","1995/07/08","KOSPI","주권",,"보통주","500","4484846"
"KR7420570004","420570","제이투케이바이오","제이투케이바이오","J2KBIO Co., Ltd.","2024/03/25","KOSDAQ","주권","벤처기업부","보통주","500","5574115"
"KR7089790000","089790","제이티","제이티","JT Corporation.","2006/10/27","KOSDAQ","주권","벤처기업부","보통주","500","10315513"
"KR8392080006","950170","제이티씨","JTC","JTC Inc.","2018/04/06","KOSDAQ","주식예탁증권","관리종목(소속부없음)","보통주","무액면","50288623"
"KR7030000004","030000","제일기획보통주","제일기획","CheilWorldwide","1998/03/03","KOSPI","주권",,"보통주","200","115041225"
"KR7052670007","052670","제일바이오","제일바이오","CHEIL BIO CO., LTD.","2002/01/24","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","29129064"
"KR7271980005","271980","제일약품보통주","제일약품","JEIL PHARM","2017/07/17","KOSPI","주권",,"보통주","500","14704872"
"KR7412540007","412540","제일엠앤에스","제일엠앤에스","JEIL M&S CO., LTD","2024/04/30","KOSDAQ","주권","기술성장기업부","보통주","500","18082075"
"KR7001560002","001560","제일연마공업보통주","제일연마","CHEILGRINDINGWHEELIND.CO.,LTD","2005/12/09","KOSPI","주권",,"보통주","500","10000000"
"KR7199820002","199820","제일일렉트릭","제일일렉트릭","CHEIL ELECTRIC","2020/11/26","KOSDAQ","주권","벤처기업부","보통주","500","11110000"
"KR7038010005","038010","제일테크노스","제일테크노스","JEIL TECHNOS CO., LTD","2000/01/11","KOSDAQ","주권","우량기업부","보통주","500","9000000"
"KR7002620003","002620","제일파마홀딩스보통주","제일파마홀딩스","JEIL PHARMA HOLDINGS INC.","1988/01/20","KOSPI","주권",,"보통주","500","15973355"
"KR7276730009","276730","제주맥주","제주맥주","Jeju Beer Company, Limited","2021/05/26","KOSDAQ","주권","기술성장기업부","보통주","500","58566091"
"KR7080220007","080220","제주반도체","제주반도체","Jeju Semiconductor Corp.","2005/02/01","KOSDAQ","주권","우량기업부","보통주","500","34442833"
"KR7006220008","006220","제주은행보통주","제주은행","Jeju Bank","1972/12/28","KOSPI","주권",,"보통주","5000","32128774"
"KR7089590004","089590","제주항공보통주","제주항공","JEJUAIR, CO., LTD.","2015/11/06","KOSPI","주권",,"보통주","1000","80640985"
"KR7216080002","216080","제테마","제테마","JETEMA Co.,Ltd.","2019/11/14","KOSDAQ","주권","기술성장기업부","보통주","500","17858759"
"KR7229000005","229000","젠큐릭스","젠큐릭스","Gencurix Inc.","2020/06/25","KOSDAQ","주권","기술성장기업부","보통주","500","14444005"
"KR7082270000","082270","젬백스&카엘","젬백스","GemVax & KAEL Co.,Ltd.","2005/06/24","KOSDAQ","주권","벤처기업부","보통주","500","39994174"
"KR7064800006","064800","젬백스링크","젬백스링크","Gemvaxlink Co., Ltd.","2002/08/22","KOSDAQ","주권","중견기업부","보통주","100","107875617"
"KR7044060002","044060","조광아이엘아이","조광ILI","JOKWANG I.L.I CO., LTD","2001/01/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","95732184"
"KR7004910006","004910","조광페인트보통주","조광페인트","ChokwangPaint","1976/12/27","KOSPI","주권",,"보통주","500","12800000"
"KR7004700001","004700","조광피혁보통주","조광피혁","ChokwangLeather","1977/05/27","KOSPI","주권",,"보통주","5000","6649138"
"KR7001550003","001550","조비보통주","조비","Chobi","1976/12/28","KOSPI","주권",,"보통주","5000","5192239"
"KR7462520008","462520","조선내화보통주","조선내화","Chosun Refractories","2023/07/28","KOSPI","주권",,"보통주","500","11855168"
"KR7120030002","120030","조선선재 보통주","조선선재","CHOSUN WELDING POHANG Co., Ltd","2010/02/19","KOSPI","주권",,"보통주","500","1257651"
"KR7034940007","034940","조아제약","조아제약","ChoA Pharmaceutical Co., LTD.","1999/08/13","KOSDAQ","주권","중견기업부","보통주","500","30979827"
"KR7067000000","067000","조이시티","조이시티","JoyCity Corporation","2008/05/30","KOSDAQ","주권","우량기업부","보통주","500","69903446"
"KR7018470005","018470","조일알미늄보통주","조일알미늄","CHOILALUMINUM","1988/11/22","KOSPI","주권",,"보통주","500","126631721"
"KR7002600005","002600","조흥보통주","조흥","CHOHEUNG CORPORATION","1976/12/23","KOSPI","주권",,"보통주","5000","600000"
"KR7063160006","063160","종근당바이오보통주","종근당바이오","CKDBioCorporation","2001/12/11","KOSPI","주권",,"보통주","2500","5485962"
"KR7185750007","185750","종근당보통주","종근당","CHONGKUNDANG","2013/12/06","KOSPI","주권",,"보통주","2500","13174420"
"KR7001630003","001630","종근당홀딩스보통주","종근당홀딩스","CHONGKUNDANG HOLDINGS CORP.","1976/06/30","KOSPI","주권",,"보통주","2500","5009861"
"KR7033340001","033340","좋은사람들","좋은사람들","GOOD PEOPLE CO., LTD.","1997/11/03","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","96950558"
"KR7036930006","036930","주성엔지니어링","주성엔지니어링","JUSUNG ENGINEERING Co.,Ltd.","1999/12/24","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","48249212"
"KR7109070003","109070","주성코퍼레이션보통주","주성코퍼레이션","JOOSUNG CORPORATION","2009/03/17","KOSPI","주권",,"보통주","500","52810230"
"KR7185190006","185190","주식회사 수프로","수프로","Suppro Co.,Ltd","2013/10/29","KONEX","주권","일반기업부","보통주","200","9238625"
"KR7357580000","357580","주식회사 아모센스","아모센스","Amosense Co., Ltd.","2021/06/25","KOSDAQ","주권","기술성장기업부","보통주","500","11220264"
"KR7226400000","226400","주식회사 오스테오닉","오스테오닉","OSTEONIC Co., Ltd.","2018/02/22","KOSDAQ","주권","기술성장기업부","보통주","500","20661601"
"KR7440320000","440320","주식회사 오픈놀","오픈놀","Openknowl Co.,Ltd.","2023/06/30","KOSDAQ","주권","기술성장기업부","보통주","100","9805000"
"KR7070960000","070960","주식회사 용평리조트","용평리조트","YONG PYONG RESORT CORPORATION","2016/05/27","KOSPI","주권",,"보통주","5000","48133333"
"KR7187420005","187420","주식회사 제노포커스","제노포커스","GenoFocus, Inc.","2015/05/29","KOSDAQ","주권","기술성장기업부","보통주","500","22758430"
"KR7189350002","189350","주식회사 코셋","코셋","Coset Inc.","2013/12/24","KONEX","주권","일반기업부","보통주","500","4800000"
"KR7348080003","348080","주식회사 큐라티스","큐라티스","Quratis Inc.","2023/06/15","KOSDAQ","주권","기술성장기업부","보통주","500","42152010"
"KR7023450000","023450","주식회사동남합성","동남합성","DONGNAMCHEMICALCO,.LTD.","1996/12/24","KOSPI","주권",,"보통주","500","3500000"
"KR7002380004","002380","주식회사케이씨씨","KCC","KCC Corporation","1973/06/25","KOSPI","주권",,"보통주","5000","8886471"
"KR7044380004","044380","주연테크 보통주","주연테크","JOOYONTECH","2006/11/15","KOSPI","주권",,"보통주","200","59199244"
"KR7024110009","024110","중소기업은행보통주","기업은행","INDUSTRIALBANKOFKOREA","2003/12/24","KOSPI","주권",,"보통주","5000","797425869"
"KR7072020001","072020","중앙백신연구소","중앙백신","CHOONG ANG VACCINE LABORATORY","2003/10/31","KOSDAQ","주권","벤처기업부","보통주","500","9658687"
"KR7000440008","000440","중앙에너비스","중앙에너비스","Joong Ang Enervis Co.,Ltd.","1993/03/24","KOSDAQ","주권","중견기업부","보통주","500","6227130"
"KR7051980001","051980","중앙첨단소재","중앙첨단소재","JOONGANG ADVANCED MATERIALS","2001/07/31","KOSDAQ","주권","중견기업부","보통주","500","78501937"
"KR7228760005","228760","지노믹트리","지노믹트리","Genomictree Inc.","2019/03/27","KOSDAQ","주권","기술성장기업부","보통주","500","24362333"
"KR7314130006","314130","지놈앤컴퍼니","지놈앤컴퍼니","Genome&Company","2020/12/23","KOSDAQ","주권","기술성장기업부","보통주","500","15098668"
"KR7013890009","013890","지누스보통주","지누스","ZINUS","2019/10/30","KOSPI","주권",,"보통주","500","20735204"
"KR7389030008","389030","지니너스","지니너스","GENINUS Inc.","2021/11/08","KOSDAQ","주권","기술성장기업부","보통주","500","33331845"
"KR7043610005","043610","지니뮤직","지니뮤직","GENIE MUSIC CORPORATION","2000/07/20","KOSDAQ","주권","우량기업부","보통주","500","58115438"
"KR7263860009","263860","지니언스","지니언스","GENIANS, INC.","2017/08/02","KOSDAQ","주권","벤처기업부","보통주","500","9444600"
"KR7303030001","303030","지니틱스","지니틱스","Zinitix Co.,Ltd.","2018/08/30","KOSDAQ","주권","벤처기업부","보통주","100","35745668"
"KR7036180008","036180","지더블유바이텍","지더블유바이텍","GW Vitek CO.,LTD.","1999/12/21","KOSDAQ","주권","중견기업부","보통주","500","91464525"
"KR7208350009","208350","지란지교시큐리티","지란지교시큐리티","Jiransecurity Co., Ltd.","2014/12/24","KOSDAQ","주권","벤처기업부","보통주","500","8838549"
"KR7289860009","289860","지슨","지슨","GITSN","2023/01/26","KONEX","주권","일반기업부","보통주","500","17329579"
"KR7144510005","144510","지씨셀","지씨셀","GC CELL","2016/06/23","KOSDAQ","주권","우량기업부","보통주","500","15800344"
"KR7358570000","358570","지아이이노베이션","지아이이노베이션","GI Innovation Inc.","2023/03/30","KOSDAQ","주권","기술성장기업부","보통주","500","44137599"
"KR7382480002","382480","지아이텍","지아이텍","G.I.Tech Co.,Ltd.","2021/10/21","KOSDAQ","주권","벤처기업부","보통주","100","39357140"
"KR7382800001","382800","지앤비에스 에코","지앤비에스 에코","GnBS eco","2021/10/29","KOSDAQ","주권","벤처기업부","보통주","500","30104012"
"KR7299480004","299480","지앤이헬스케어","지앤이헬스케어","G&E Healthcare","2018/06/29","KONEX","주권","일반기업부","보통주","100","11100743"
"KR7051160000","051160","지어소프트","지어소프트","GAEASOFT","2002/05/28","KOSDAQ","주권","우량기업부","보통주","500","15474430"
"KR7001250000","001250","지에스글로벌보통주","GS글로벌","GS Global Corp.","1976/06/26","KOSPI","주권",,"보통주","2500","82533764"
"KR7007070006","007070","지에스리테일보통주","GS리테일","GS Retail","2011/12/23","KOSPI","주권",,"보통주","1000","104717922"
"KR7053050001","053050","지에스이","지에스이","GSE Co., Ltd.","2001/10/11","KOSDAQ","주권","우량기업부","보통주","500","29987597"
"KR7130500002","130500","지에이치신소재","GH신소재","GH Advanced Materials Inc.","2013/08/02","KOSDAQ","주권","우량기업부","보통주","500","14545052"
"KR7388610008","388610","지에프씨생명과학","지에프씨생명과학","GFC Life Science","2022/12/23","KONEX","주권","일반기업부","보통주","500","3084578"
"KR7119850006","119850","지엔씨에너지","지엔씨에너지","GnCenergy Co., Ltd.","2013/10/02","KOSDAQ","주권","우량기업부","보통주","500","16448909"
"KR7065060006","065060","지엔코","지엔코","Great New wave Coming Co., Ltd.","2002/05/28","KOSDAQ","주권","중견기업부","보통주","500","108008044"
"KR7204840003","204840","지엘팜텍","지엘팜텍","GL Pharm Tech Corp.","2014/11/20","KOSDAQ","주권","기술성장기업부","보통주","100","76699394"
"KR7013870001","013870","지엠비코리아보통주","지엠비코리아","GMB Korea","2012/11/20","KOSPI","주권",,"보통주","500","19072280"
"KR7071320006","071320","지역난방공사보통주","지역난방공사","Korea District Heating","2010/01/29","KOSPI","주권",,"보통주","5000","11578744"
"KR7270520000","270520","지오릿에너지","지오릿에너지","Geolit Energy","2017/08/22","KOSDAQ","주권","벤처기업부","보통주","100","147488620"
"KR7311320006","311320","지오엘리먼트","지오엘리먼트","GO Element Co., Ltd.","2021/11/11","KOSDAQ","주권","기술성장기업부","보통주","500","12614560"
"KR7388050007","388050","지투파워","지투파워","G2Power Co.Ltd","2022/04/01","KOSDAQ","주권","중견기업부","보통주","500","18709437"
"KR7219750007","219750","지티지웰니스","지티지웰니스","GTG Wellness Co.,Ltd","2018/09/21","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","21038655"
"KR7088790001","088790","진도 보통주","진도","JINDO.CO.,LTD","2006/03/28","KOSPI","주권",,"보통주","500","12447744"
"KR7018120006","018120","진로발효","진로발효","JinroDistillers","1993/12/29","KOSDAQ","주권","우량기업부","보통주","500","6621120"
"KR7109820001","109820","진매트릭스","진매트릭스","GENEMATRIX INC.","2009/11/06","KOSDAQ","주권","기술성장기업부","보통주","500","20393640"
"KR7086060001","086060","진바이오텍","진바이오텍","Gene Bio Tech Co., Ltd.","2006/04/28","KOSDAQ","주권","중견기업부","보통주","500","8610587"
"KR7036890002","036890","진성티이씨","진성티이씨","JINSUNG T.E.C.","2000/07/20","KOSDAQ","주권","우량기업부","보통주","500","22482268"
"KR7363250002","363250","진시스템","진시스템","Genesystem Co., Ltd","2021/05/26","KOSDAQ","주권","기술성장기업부","보통주","500","6984888"
"KR7003780004","003780","진양산업보통주","진양산업","Chinyang Industry","1973/06/26","KOSPI","주권",,"보통주","500","13000000"
"KR7007370000","007370","진양제약","진양제약","JIN YANG PHARMACETICAL. CO., LTD","2000/07/27","KOSDAQ","주권","우량기업부","보통주","500","12016877"
"KR7010640001","010640","진양폴리우레탄보통주","진양폴리","ChinYangPolyurethane","1989/09/30","KOSPI","주권",,"보통주","500","10000000"
"KR7100250000","100250","진양홀딩스보통주","진양홀딩스","Chinyang Holdings Corporation","2008/02/15","KOSPI","주권",,"보통주","500","55895292"
"KR7051630002","051630","진양화학보통주","진양화학","ChinYangChemicalCorporation","2001/01/29","KOSPI","주권",,"보통주","500","15800000"
"KR7272450008","272450","진에어보통주","진에어","JIN AIR","2017/12/08","KOSPI","주권",,"보통주","1000","52200000"
"KR7285800009","285800","진영","진영","JINYOUNG CO., LTD","2023/06/01","KOSDAQ","주권","벤처기업부","보통주","100","17477270"
"KR7011000007","011000","진원생명과학보통주","진원생명과학","GeneOneLifeScience","1987/11/16","KOSPI","주권",,"보통주","1000","80039035"
"KR7250030004","250030","진코스텍","진코스텍","JINCOSTECH","2019/11/29","KONEX","주권","일반기업부","보통주","500","2589337"
"KR7002781003","002785","진흥기업1우선주(신형)","진흥기업우B","CHINHUNG INT(1PB)","2003/06/16","KOSPI","주권",,"신형우선주","500","857218"
"KR7002782001","002787","진흥기업2우선주(신형)","진흥기업2우B","CHINHUNG INT (2PB)","2006/12/05","KOSPI","주권",,"신형우선주","500","294808"
"KR7002780005","002780","진흥기업보통주","진흥기업","ChinhungInternational","1977/06/25","KOSPI","주권",,"보통주","500","145471745"
"KR7233990001","233990","질경이","질경이","JILGYUNGYI","2015/12/29","KONEX","주권","일반기업부","보통주","100","14764898"
"KR7085660009","085660","차바이오텍","차바이오텍","Chabiotech Co.,Ltd.","2005/12/27","KOSDAQ","주권","중견기업부","보통주","500","56314443"
"KR7261780001","261780","차백신연구소","차백신연구소","CHA Vaccine Research Institute","2021/10/22","KOSDAQ","주권","기술성장기업부","보통주","500","26816748"
"KYG2115T1076","900250","차이나크리스탈신소재홀딩스","크리스탈신소재","China Crystal New Material Holdings Co., Ltd.","2016/01/28","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","0.5","130640004"
"KR7009310004","009310","참엔지니어링보통주","참엔지니어링","Charm Engineering","1987/11/12","KOSPI","주권",,"보통주","500","84867419"
"KR7094850005","094850","참좋은여행","참좋은여행","Very Good Tour Co.,Ltd.","2007/04/30","KOSDAQ","주권","중견기업부","보통주","500","14000000"
"KR7004650008","004650","창해에탄올","창해에탄올","Changhae Ethanol Co., Ltd.","2014/07/30","KOSDAQ","주권","중견기업부","보통주","500","9190885"
"KR7278280003","278280","천보","천보","Chunbo Co., Ltd.","2019/02/11","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","10000000"
"KR7000650002","000650","천일고속보통주","천일고속","ChunilExpress","1977/06/23","KOSPI","주권",,"보통주","5000","1429220"
"KR7362320004","362320","청담글로벌","청담글로벌","CHUNGDAMGLOBAL Co., Ltd.","2022/06/03","KOSDAQ","주권","중견기업부","보통주","500","20551290"
"KR7012600003","012600","청호ICT보통주","청호ICT","CHUNGHO ICT","1990/07/10","KOSPI","주권",,"보통주","500","46634517"
"KR7066360009","066360","체리부로","체리부로","Cherrybro Co.,Ltd","2017/12/04","KOSDAQ","주권","중견기업부","보통주","500","47952015"
"KR7033250002","033250","체시스보통주","체시스","CHASYS Co.,Ltd","1999/08/11","KOSPI","주권",,"보통주","500","32000000"
"KR7047820006","047820","초록뱀미디어","초록뱀미디어","CHOROKBAEM MEDIA CO.,LTD.","2002/12/24","KOSDAQ","주권","관리종목(소속부없음)","보통주","5000","24453930"
"KR7094360005","094360","칩스앤미디어","칩스앤미디어","Chips&Media, Inc.","2015/08/05","KOSDAQ","주권","벤처기업부","보통주","500","20823124"
"KR7016790008","016790","카나리아바이오","카나리아바이오","CANARIABIO","2018/06/01","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","188471729"
"KR7016920001","016920","카스","카스","Cas","1990/01/04","KOSDAQ","주권","중견기업부","보통주","500","26493538"
"KR7284620002","284620","카이노스메드","카이노스메드","KAINOS MEDICINE, INC.","2018/06/08","KOSDAQ","주권","기술성장기업부","보통주","500","27922396"
"KR7446600009","446600","카이바이오텍","카이바이오텍","KaiBioTech","2022/12/23","KONEX","주권","일반기업부","보통주","5000","981281"
"KR7293490009","293490","카카오게임즈","카카오게임즈","Kakao Games Corp.","2020/09/10","KOSDAQ GLOBAL","주권","우량기업부","보통주","100","82630257"
"KR7323410001","323410","카카오뱅크보통주","카카오뱅크","KakaoBank Corp.","2021/08/06","KOSPI","주권",,"보통주","5000","476921137"
"KR7035720002","035720","카카오보통주","카카오","Kakao","2017/07/10","KOSPI","주권",,"보통주","100","445292681"
"KR7377300009","377300","카카오페이보통주","카카오페이","kakaopay","2021/11/03","KOSPI","주권",,"보통주","500","134528445"
"KR7140430000","140430","카티스","카티스","CATIS INC.","2024/05/03","KOSDAQ","주권","벤처기업부","보통주","100","17922947"
"KR7042000000","042000","카페24","카페24","Cafe24 Corp.","2018/02/08","KOSDAQ","주권","기술성장기업부","보통주","500","24253054"
"KR7006380000","006380","카프로보통주","카프로","CAPRO","1974/05/28","KOSPI","주권",,"보통주","500","8000000"
"KR7313760001","313760","캐리","캐리","CARRY","2019/07/25","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","5788881"
"KR7317530004","317530","캐리소프트","캐리소프트","CARRIESOFT Co., Ltd.","2019/10/29","KOSDAQ","주권","기술성장기업부","보통주","500","6971196"
"KR7071850002","071850","캐스텍코리아","캐스텍코리아","CASTEC KOREA CO.,LTD","2014/05/27","KOSDAQ","주권","중견기업부","보통주","500","16569188"
"KR7050110006","050110","캠시스","캠시스","CammSys Corp.","2001/05/17","KOSDAQ","주권","중견기업부","보통주","500","73824118"
"KR7452300007","452300","캡스톤파트너스","캡스톤파트너스","Capstone Partners Co., Ltd.","2023/11/15","KOSDAQ","주권","중견기업부","보통주","200","14060755"
"KR7119860005","119860","커넥트웨이브","커넥트웨이브","Connectwave","2011/01/24","KOSDAQ","주권","우량기업부","보통주","500","46747183"
"KR7451760003","451760","컨텍","컨텍","CONTEC Co.,Ltd","2023/11/09","KOSDAQ","주권","기술성장기업부","보통주","500","14940476"
"HK0000341732","900310","컬러레이홀딩스","컬러레이","Coloray International Investment Co., Limited","2017/08/10","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","무액면","64041675"
"KR7078340007","078340","컴투스","컴투스","Com2uS Corporation","2007/07/06","KOSDAQ","주권","우량기업부","보통주","500","12737755"
"KR7063080006","063080","컴투스홀딩스","컴투스홀딩스","Com2uS Holdings","2009/07/30","KOSDAQ","주권","중견기업부","보통주","500","6595192"
"KR7307930008","307930","컴퍼니케이파트너스","컴퍼니케이","COMPANY K PARTNERS LIMITED","2019/05/23","KOSDAQ","주권","중견기업부","보통주","500","15610000"
"KR7079190005","079190","케스피온","케스피온","KESPION","2005/11/29","KOSDAQ","주권","벤처기업부","보통주","500","38355514"
"KR7263700007","263700","케어랩스","케어랩스","Carelabs Co.,Ltd","2018/03/28","KOSDAQ","주권","중견기업부","보통주","500","19414200"
"KR7214370009","214370","케어젠","케어젠","Caregen Co.,LTD.","2015/11/17","KOSDAQ","주권","벤처기업부","보통주","100","53715000"
"KR7221980006","221980","케이디켐","케이디켐","KDCHEM CO., LTD.","2015/11/19","KOSDAQ","주권","우량기업부","보통주","500","4034800"
"KYG1990V1041","900280","케이만금세기차륜집단유한공사","골든센츄리","Cayman Golden Century Wheel Group Limited","2016/10/19","KOSDAQ","외국주권","관리종목(소속부없음)","보통주","0.2","205404288"
"KR7038530002","038530","케이바이오","케이바이오","KBIO COMPANY","2000/06/09","KOSDAQ","주권","중견기업부","보통주","100","115714347"
"KR7001620004","001620","케이비아이동국실업보통주","케이비아이동국실업","KBI DONGKOOK IND","1990/09/15","KOSPI","주권",,"보통주","500","111293031"
"KR7024840001","024840","케이비아이메탈","KBI메탈","KBI METAL CO., LTD.","1994/12/29","KOSDAQ","주권","중견기업부","보통주","500","34290179"
"KR7424140002","424140","케이비제21호기업인수목적","케이비제21호스팩","KB No.21 Special Purpose Acquisition Company Co., Ltd.","2022/06/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7710000"
"KR7455250001","455250","케이비제25호기업인수목적 주식회사","KB제25호스팩","KB No.25 Special Purpose Acquisition Company","2023/06/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4305000"
"KR7458320009","458320","케이비제26호기업인수목적","KB제26호스팩","KB No.26 Special Purpose Acquisition Company","2023/08/10","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5505000"
"KR7464680008","464680","케이비제27호기업인수목적","KB제27호스팩","KB No.27 Special Purpose Acquisition Company","2023/11/03","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","12905000"
"KR7476470000","476470","케이비제28호기업인수목적","KB제28호스팩","KB No.28 Special Purpose Acquisition Company","2024/05/17","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","5505000"
"KR7318000007","318000","케이비지","KBG","KBG","2019/08/01","KOSDAQ","주권","벤처기업부","보통주","200","8740223"
"KR7192250009","192250","케이사인","케이사인","KSIGN CO., Ltd.","2014/04/28","KOSDAQ","주권","벤처기업부","보통주","100","70671257"
"KR7009440009","009440","케이씨그린홀딩스보통주","KC그린홀딩스","KC Green Holdings","1994/11/05","KOSPI","주권",,"보통주","500","22434980"
"KR7029460003","029460","케이씨보통주","케이씨","KC","1997/11/25","KOSPI","주권",,"보통주","500","13554044"
"KR7112190004","112190","케이씨산업","KC산업","KC INDUSTRY","2016/05/31","KONEX","주권","일반기업부","보통주","500","7125253"
"KR7021320007","021320","케이씨씨건설","KCC건설","KCC ENGINEERING & CONSTRUCTION CO., LTD.","2001/08/21","KOSDAQ","주권","우량기업부","보통주","5000","21400000"
"KR7344820006","344820","케이씨씨글라스보통주","KCC글라스","KCC GLASS Corporation","2020/01/21","KOSPI","주권",,"보통주","1000","15970512"
"KR7036670008","036670","케이씨아이","KCI","KCI Limited","2001/01/03","KOSDAQ","주권","우량기업부","보통주","500","11270000"
"KR7115500001","115500","케이씨에스","케이씨에스","Korea Computer & Systems Inc.","2010/04/14","KOSDAQ","주권","중견기업부","보통주","500","12000000"
"KR7119650000","119650","케이씨코트렐보통주","KC코트렐","KC Cottrell","2010/01/29","KOSPI","주권",,"보통주","500","63669287"
"KR7281820001","281820","케이씨텍보통주","케이씨텍","KCTECH","2017/12/05","KOSPI","주권",,"보통주","500","20861556"
"KR7089150007","089150","케이씨티","케이씨티","Korea Computer Terminal Inc.","2006/12/13","KOSDAQ","주권","중견기업부","보통주","500","17150000"
"KR7025880006","025880","케이씨피드","케이씨피드","KC FEED CO., LTD.","1995/07/07","KOSDAQ","주권","중견기업부","보통주","500","16715858"
"KR7015590003","015590","케이아이비플러그에너지보통주","KIB플러그에너지","Kib plug energy","1989/05/27","KOSPI","주권",,"보통주","500","236981544"
"KR7093320000","093320","케이아이엔엑스","케이아이엔엑스","KINX, Inc.","2011/02/08","KOSDAQ","주권","우량기업부","보통주","500","4880000"
"KR7093640001","093640","케이알엠","케이알엠","Korea Robot Manufacturing","2007/10/19","KOSDAQ","주권","벤처기업부","보통주","500","29213382"
"KR7044450005","044450","케이에스에스 해운 보통주","KSS해운","KSS LINE","2007/10/26","KOSPI","주권",,"보통주","500","23085880"
"KR7073010001","073010","케이에스피","케이에스피","KSP CO., LTD","2004/12/17","KOSDAQ","주권","우량기업부","보통주","500","40191250"
"KR7226360006","226360","케이에이치건설","KH 건설","KH Construction","2015/10/22","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","100","23756732"
"KR7111870002","111870","케이에이치미래물산","KH 미래물산","KH Mirae Corporation","2010/11/05","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","4665773"
"KR7060720000","060720","케이에이치바텍","KH바텍","KH VATEC Co., LTD","2002/05/21","KOSDAQ","주권","우량기업부","보통주","500","23677442"
"KR7122450000","122450","케이엑스이노베이션","KX","KX Innovation","2011/05/25","KOSDAQ","주권","우량기업부","보통주","500","45335964"
"KR7052900008","052900","케이엑스하이텍","KX하이텍","KX HITECH","2005/01/18","KOSDAQ","주권","우량기업부","보통주","500","55107517"
"KR7105330005","105330","케이엔더블유","케이엔더블유","KNW Co., Ltd.","2009/09/29","KOSDAQ","주권","우량기업부","보통주","500","16060028"
"KR7053080008","053080","케이엔솔","케이엔솔","K-ENSOL","2020/09/24","KOSDAQ","주권","우량기업부","보통주","500","12999807"
"KR7199430000","199430","케이엔알시스템","케이엔알시스템","KNR SYSTEMS Inc.","2024/03/07","KOSDAQ","주권","기술성장기업부","보통주","100","10867713"
"KR7432470003","432470","케이엔에스","케이엔에스","KNS CO., LTD","2023/12/06","KOSDAQ","주권","벤처기업부","보통주","100","4337278"
"KR7058400003","058400","케이엔엔","KNN","KOREA NEW NETWORK CORPORATION","2010/11/03","KOSDAQ","주권","우량기업부","보통주","500","132429720"
"KR7272110008","272110","케이엔제이","케이엔제이","KnJ Co., Ltd.","2019/10/25","KOSDAQ","주권","우량기업부","보통주","500","7975395"
"KR7039420005","039420","케이엘넷","케이엘넷","KL-Net Corp.","2002/03/12","KOSDAQ","주권","중견기업부","보통주","500","24154730"
"KR7083550004","083550","케이엠","케이엠","KM CORPORATION","2005/12/20","KOSDAQ","주권","우량기업부","보통주","500","12374226"
"KR7032500001","032500","케이엠더블유","케이엠더블유","KMW CO. LTD","2000/03/21","KOSDAQ","주권","중견기업부","보통주","500","39820883"
"KR7225430008","225430","케이엠제약","케이엠제약","KMPHARMACEUTICAL Co.,Ltd.","2015/10/08","KOSDAQ","주권","벤처기업부","보통주","100","27887050"
"KR7102370004","102370","케이옥션","케이옥션","K Auction Inc.","2022/01/24","KOSDAQ","주권","기술성장기업부","보통주","500","27229210"
"KR7068100007","068100","케이웨더","케이웨더","Kweather Co., Ltd.","2024/02/22","KOSDAQ","주권","기술성장기업부","보통주","500","9939614"
"KR7092220003","092220","케이이씨 보통주","KEC","KEC Corporation","2006/10/16","KOSPI","주권",,"보통주","500","200763141"
"KR7046440004","046440","케이지모빌리언스","KG모빌리언스","KGMobilians Co., Ltd.","2004/12/14","KOSDAQ","주권","우량기업부","보통주","500","38825568"
